Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
OBS_245b.R1	OBS_245b.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5052503.0	735.1 Mbp	0.0	31-146	41.0	6.860428940664727	145.52232586502174	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_245b.R2	OBS_245b.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5052503.0	758.7 Mbp	0.0	15-151	45.0	12.256380317594285	150.20389478244743	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_245c.F	OBS_245c.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1781031.0	260 Mbp	0.0	146.0	42.0	10.452577725506588	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_245c.R	OBS_245c.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1781031.0	268.9 Mbp	0.0	151.0	46.0	16.263326570578005	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_245c.R1	OBS_245c.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1763237.0	256.3 Mbp	0.0	31-146	42.0	10.230688841065714	145.37334459292768	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_245c.R2	OBS_245c.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1763237.0	264.5 Mbp	0.0	31-151	46.0	15.455485493454791	150.0496949644319	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_245d.F	OBS_245d.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3401842.0	496.6 Mbp	0.0	146.0	42.0	10.27791113272361	146.0	146	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass
OBS_245d.R	OBS_245d.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3401842.0	513.6 Mbp	0.0	151.0	46.0	16.217723296893432	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_245d.R1	OBS_245d.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3366660.0	488.5 Mbp	0.0	31-146	42.0	9.98385306104593	145.12402707728134	146	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
OBS_245d.R2	OBS_245d.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3366660.0	504 Mbp	0.0	17-151	46.0	15.38969160443103	149.74031295111476	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_246.F	OBS_246.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2477099.0	361.6 Mbp	0.0	146.0	41.0	7.155597256756073	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_246.R	OBS_246.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2477099.0	374 Mbp	0.0	151.0	46.0	14.027626821378202	151.0	151	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass
OBS_246.R1	OBS_246.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2451890.0	356 Mbp	0.0	31-146	41.0	6.855043294089036	145.2236495111934	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_246.R2	OBS_246.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2451890.0	367.5 Mbp	0.0	31-151	46.0	13.108516775005002	149.91561285375772	151	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
OBS_247.F	OBS_247.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2542697.0	371.2 Mbp	0.0	146.0	41.0	6.541836135294095	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_247.R	OBS_247.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2542697.0	383.9 Mbp	0.0	151.0	45.0	11.537862236008694	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_247.R1	OBS_247.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2518286.0	365.4 Mbp	0.0	31-146	41.0	6.311720095802631	145.12854258809364	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_247.R2	OBS_247.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2518286.0	377.2 Mbp	0.0	31-151	45.0	10.796564858790065	149.84083420231062	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_248.F	OBS_248.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3912631.0	571.2 Mbp	0.0	146.0	41.0	5.440890422081053	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_248.R	OBS_248.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3912631.0	590.8 Mbp	0.0	151.0	45.0	9.901791232961099	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_248.R1	OBS_248.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3877986.0	564.2 Mbp	0.0	31-146	41.0	5.302540544758543	145.51403331523116	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_248.R2	OBS_248.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3877986.0	582.3 Mbp	0.0	15-151	45.0	9.27210287504907	150.19802804857986	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_249.F	OBS_249.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3061725.0	447 Mbp	0.0	146.0	42.0	7.173838649705122	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_249.R	OBS_249.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3061725.0	462.3 Mbp	0.0	151.0	46.0	12.698674547221836	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_249.R1	OBS_249.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3032221.0	440 Mbp	0.0	31-146	42.0	6.950527224582939	145.1269933820787	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_249.R2	OBS_249.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3032221.0	454 Mbp	0.0	29-151	46.0	11.927784854195002	149.765096277613	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_250.F	OBS_250.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4168824.0	608.6 Mbp	0.0	146.0	42.0	6.6368109092092284	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_250.R	OBS_250.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4168824.0	629.4 Mbp	0.0	151.0	46.0	12.60888482460934	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_250.R1	OBS_250.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4129936.0	600 Mbp	0.0	31-146	42.0	6.394168475259633	145.3070132321663	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_250.R2	OBS_250.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4129936.0	619.6 Mbp	0.0	24-151	46.0	11.744251376302072	150.05840768476799	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_251.F	OBS_251.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2501941.0	365.2 Mbp	0.0	146.0	41.0	8.15720680185554	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_251.R	OBS_251.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2501941.0	377.7 Mbp	0.0	151.0	46.0	13.836300134635213	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_251.R1	OBS_251.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2479902.0	359.1 Mbp	0.0	31-146	41.0	7.910288548225177	144.8206154920638	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_251.R2	OBS_251.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2479902.0	370.5 Mbp	0.0	23-151	46.0	13.058415306825266	149.4619666422302	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_252.F	OBS_252.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2967661.0	433.2 Mbp	0.0	146.0	41.0	7.321914134582938	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_252.R	OBS_252.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2967661.0	448.1 Mbp	0.0	151.0	46.0	13.003612560917905	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_252.R1	OBS_252.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2941178.0	426.8 Mbp	0.0	31-146	41.0	7.03118745565066	145.15342186022065	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_252.R2	OBS_252.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2941178.0	440.5 Mbp	0.0	31-151	46.0	12.210881344678537	149.7991488444426	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_253.F	OBS_253.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3976725.0	580.6 Mbp	0.0	146.0	41.0	3.993902468299832	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_253.R	OBS_253.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3976725.0	600.4 Mbp	0.0	151.0	45.0	8.328172601980867	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_253.R1	OBS_253.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3947930.0	574.3 Mbp	0.0	31-146	40.0	3.8476552636711103	145.50343673773344	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_253.R2	OBS_253.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3947930.0	593 Mbp	0.0	22-151	45.0	7.8171554280966244	150.2425159513973	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_254.F	OBS_254.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1997659.0	291.6 Mbp	0.0	146.0	42.0	7.108294211550406	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_254.R	OBS_254.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1997659.0	301.6 Mbp	0.0	151.0	45.0	12.16159710874887	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_254.R1	OBS_254.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1978952.0	287.6 Mbp	0.0	31-146	41.0	6.8961826018655605	145.3778666688227	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_254.R2	OBS_254.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1978952.0	296.9 Mbp	0.0	31-151	45.0	11.460857930792566	150.07865829994867	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_255.F	OBS_255.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1236802.0	180.5 Mbp	0.0	146.0	42.0	10.401860003872079	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_255.R	OBS_255.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1236802.0	186.7 Mbp	0.0	151.0	45.0	16.48035753141012	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_255.R1	OBS_255.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1222725.0	177.5 Mbp	0.0	31-146	42.0	10.191039779601937	145.20351591731583	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_255.R2	OBS_255.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1222725.0	183.1 Mbp	0.0	31-151	45.0	15.552802956078068	149.85508679384162	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_256.F	OBS_256.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6352674.0	927.4 Mbp	0.0	146.0	42.0	5.313171027400316	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_256.R	OBS_256.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6352674.0	959.2 Mbp	0.0	151.0	46.0	9.581424263035178	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_256.R1	OBS_256.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6297328.0	915 Mbp	0.0	31-146	42.0	5.110647612466888	145.31940499208554	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_256.R2	OBS_256.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6297328.0	944.6 Mbp	0.0	22-151	46.0	8.893526648263926	150.03958520185068	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_257.F	OBS_257.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3504276.0	511.6 Mbp	0.0	146.0	41.0	5.548911463158453	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_257.R	OBS_257.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3504276.0	529.1 Mbp	0.0	151.0	45.0	10.420331330334044	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_257.R1	OBS_257.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3477326.0	505.9 Mbp	0.0	31-146	41.0	5.3787440284875645	145.5036286502905	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_257.R2	OBS_257.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3477326.0	522.2 Mbp	0.0	31-151	45.0	9.822723459578341	150.20858297438895	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_258.F	OBS_258.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2586993.0	377.7 Mbp	0.0	146.0	42.0	8.133435090962024	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_258.R	OBS_258.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2586993.0	390.6 Mbp	0.0	151.0	47.0	13.658547584731517	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_258.R1	OBS_258.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2564433.0	371.6 Mbp	0.0	31-146	42.0	7.85132312500639	144.9233120927706	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_258.R2	OBS_258.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2564433.0	383.5 Mbp	0.0	31-151	46.0	12.89259003412775	149.57499260070355	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_270.F	OBS_270.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3709633.0	541.6 Mbp	0.0	146.0	41.0	7.2262517581607675	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_270.R	OBS_270.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3709633.0	560.1 Mbp	0.0	151.0	46.0	12.297565859551527	151.0	151	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_270.R1	OBS_270.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3675654.0	532.2 Mbp	0.0	31-146	41.0	6.936532529466905	144.80987791560358	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_270.R2	OBS_270.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3675654.0	549 Mbp	0.0	31-151	46.0	11.445841116751613	149.40920581752255	151	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_272.F	OBS_272.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2288038.0	334 Mbp	0.0	146.0	41.0	7.103795927282601	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
OBS_272.R	OBS_272.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2288038.0	345.4 Mbp	0.0	151.0	45.0	11.707086840005582	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_272.R1	OBS_272.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2268859.0	330.1 Mbp	0.0	31-146	41.0	6.901257798666008	145.5116937632528	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
OBS_272.R2	OBS_272.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2268859.0	340.7 Mbp	0.0	22-151	45.0	10.965257622362486	150.2040712975112	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_273.F	OBS_273.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3394296.0	495.5 Mbp	0.0	146.0	41.0	6.301686394536947	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_273.R	OBS_273.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3394296.0	512.5 Mbp	0.0	151.0	46.0	11.689614357787976	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
OBS_273.R1	OBS_273.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3357480.0	487.7 Mbp	0.0	31-146	41.0	6.021897760880935	145.27840255191393	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
OBS_273.R2	OBS_273.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3357480.0	503.2 Mbp	0.0	25-151	46.0	10.863495917212887	149.91950302012222	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_200.F	PCN_200.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4155962.0	606.7 Mbp	0.0	146.0	41.0	5.395147832886182	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_200.R	PCN_200.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4155962.0	627.5 Mbp	0.0	151.0	46.0	10.692512689058818	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_200.R1	PCN_200.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4118892.0	597 Mbp	0.0	31-146	41.0	5.1668668692761734	144.966714349393	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_200.R2	PCN_200.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4118892.0	615.9 Mbp	0.0	15-151	46.0	9.932874447868542	149.58162437859502	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_201.F	PCN_201.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2138118.0	312.1 Mbp	0.0	146.0	42.0	7.401298964697106	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
PCN_201.R	PCN_201.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2138118.0	322.8 Mbp	0.0	151.0	46.0	14.111813664493344	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_201.R1	PCN_201.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2115417.0	305.6 Mbp	0.0	31-146	42.0	7.0711749605233605	144.50789182463788	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
PCN_201.R2	PCN_201.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2115417.0	315.3 Mbp	0.0	29-151	46.0	13.209542864511523	149.07615330688938	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_202.F	PCN_202.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1938044.0	282.9 Mbp	0.0	146.0	42.0	6.82900650321885	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
PCN_202.R	PCN_202.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1938044.0	292.6 Mbp	0.0	151.0	46.0	12.270765639545447	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_202.R1	PCN_202.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1917978.0	278.1 Mbp	0.0	31-146	42.0	6.5399479358001775	145.0250837079466	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
PCN_202.R2	PCN_202.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1917978.0	287 Mbp	0.0	16-151	46.0	11.459125844197954	149.688829590329	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_203.F	PCN_203.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2750138.0	401.5 Mbp	0.0	146.0	41.0	5.977497222066732	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_203.R	PCN_203.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2750138.0	415.2 Mbp	0.0	151.0	46.0	11.656198800687518	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_203.R1	PCN_203.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2724085.0	395.4 Mbp	0.0	31-146	41.0	5.699831089024313	145.1856322398163	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_203.R2	PCN_203.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2724085.0	408 Mbp	0.0	31-151	46.0	11.000810547676162	149.83032394363613	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_204.F	PCN_204.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3088145.0	450.8 Mbp	0.0	146.0	41.0	5.561217597349592	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_204.R	PCN_204.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3088145.0	466.3 Mbp	0.0	151.0	46.0	11.21955107425582	151.0	151	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
PCN_204.R1	PCN_204.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3060206.0	444 Mbp	0.0	31-146	41.0	5.25305318302512	145.1018866050194	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_204.R2	PCN_204.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3060206.0	458.1 Mbp	0.0	31-151	46.0	10.450432093226663	149.73502568127768	151	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
PCN_205.F	PCN_205.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4416100.0	644.7 Mbp	0.0	146.0	40.0	3.8699376108466694	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_205.R	PCN_205.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4416100.0	666.8 Mbp	0.0	151.0	44.0	8.303514651953625	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_205.R1	PCN_205.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4378400.0	636.8 Mbp	0.0	31-146	40.0	3.658496552128359	145.46526836287228	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_205.R2	PCN_205.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4378400.0	657.3 Mbp	0.0	31-151	44.0	7.601097945348383	150.15400671478164	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_206.F	PCN_206.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2753894.0	402 Mbp	0.0	146.0	41.0	5.661218343508632	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_206.R	PCN_206.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2753894.0	415.8 Mbp	0.0	151.0	46.0	11.576673716382258	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_206.R1	PCN_206.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2727356.0	395.9 Mbp	0.0	31-146	41.0	5.36658154685466	145.17006947387873	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_206.R2	PCN_206.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2727356.0	408.4 Mbp	0.0	21-151	46.0	10.915077081271903	149.792782827031	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_207.F	PCN_207.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3179927.0	464.2 Mbp	0.0	146.0	41.0	5.093009691566831	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
PCN_207.R	PCN_207.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3179927.0	480.1 Mbp	0.0	151.0	45.0	10.226638259811551	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_207.R1	PCN_207.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3155681.0	458.9 Mbp	0.0	31-146	41.0	4.91748118340401	145.44579569354443	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
PCN_207.R2	PCN_207.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3155681.0	473.7 Mbp	0.0	15-151	45.0	9.58950580302613	150.16506199454255	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_208.F	PCN_208.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2247234.0	328 Mbp	0.0	146.0	42.0	6.4369904927571735	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_208.R	PCN_208.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2247234.0	339.3 Mbp	0.0	151.0	46.0	12.605127521300993	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_208.R1	PCN_208.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2227174.0	322.4 Mbp	0.0	31-146	41.0	6.139969732728653	144.78472764139667	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_208.R2	PCN_208.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2227174.0	332.7 Mbp	0.0	31-151	46.0	11.838860008158582	149.413316157606	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_209.F	PCN_209.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1434135.0	209.3 Mbp	0.0	146.0	41.0	7.870821673564635	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
PCN_209.R	PCN_209.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1434135.0	216.5 Mbp	0.0	151.0	45.0	13.526974961685893	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_209.R1	PCN_209.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1419051.0	206.1 Mbp	0.0	31-146	41.0	7.654006325408899	145.2799864134552	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
PCN_209.R2	PCN_209.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1419051.0	212.7 Mbp	0.0	31-151	45.0	12.762285319554287	149.9492252216446	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
PCN_210a.F	PCN_210a.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3079398.0	449.5 Mbp	0.0	146.0	41.0	5.634400838677793	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
PCN_210a.R	PCN_210a.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3079398.0	464.9 Mbp	0.0	151.0	46.0	11.023792037028985	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
PCN_210a.R1	PCN_210a.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3056345.0	444.4 Mbp	0.0	31-146	41.0	5.462589400518826	145.4390446759119	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
